6B英语背诵,U1词组,来访的学生,visiting students,,问答
6B英语背诵,U1词组,与某人分享,share with sb.,,问答
6B英语背诵,U1词组,看起来像,look like,,问答
6B英语背诵,U1词组,蓝衣女孩,the girl in blue,,问答
6B英语背诵,U1词组,比 Mika 高,taller than Mika,,问答
6B英语背诵,U1词组,带着温暖的笑容,with a warm smile,,问答
6B英语背诵,U1词组,一只叫 Fool 的肥猫,a fat cat called Fool,,问答
6B英语背诵,U1词组,离我们学校很远,far from our school,,问答
6B英语背诵,U1词组,愿意帮助某人,offer to help sb.,,问答
6B英语背诵,U1词组,听起来令人兴奋,sound exciting,,问答
6B英语背诵,U1词组,擅长于,be good/great at,,问答
6B英语背诵,U1词组,看起来很伤心,look sad,,问答
6B英语背诵,U1词组,嘲笑我,laugh at me,,问答
6B英语背诵,U1词组,毫无疑问,without any doubt,,问答
6B英语背诵,U1词组,给以教训,teach a lesson,,问答
6B英语背诵,U1词组,几年后,in a few years,,问答
6B英语背诵,U1词组,受伤,get hurt,,问答
6B英语背诵,U1词组,能够,be able to,,问答
6B英语背诵,U1词组,穿蓝色短裙,in the blue skirt,,问答
6B英语背诵,U1词组,将来到我们的学校,will come to our school,,问答
6B英语背诵,U1词组,天鹅湖,Swan Lake,,问答
6B英语背诵,U1词组,棕色的卷发,brown curly hair,,问答
6B英语背诵,U1词组,优点,strong points,,问答
6B英语背诵,U1词组,一副甜美的嗓音,a beautiful voice,,问答
6B英语背诵,U1词组,又高又苗条,tall and slim,,问答
6B英语背诵,U1词组,一所姐妹学校,a partner school,,问答
6B英语背诵,U1词组,自我介绍,self-introduction,,问答
6B英语背诵,U1词组,黑色的直发,black straight hair,,问答
6B英语背诵,U1词组,一只夜莺和一只孔雀,a nightingale and a peacock,,问答
6B英语背诵,U1词组,独一无二的技能,unique skills,,问答
6B英语背诵,U1词组,一些来访学生的一张照片,a picture of some visiting students,,问答
6B英语背诵,U1词组,将共同举办一场学生达人秀,will have a student talent show together,,问答
6B英语背诵,U1词组,通过触摸来学习单词,to learn words by touching things,,问答
6B英语背诵,U1词组,有史以来最伟大的作曲家之一,one of the greatest composers of all time,,问答
6B英语背诵,U1词组,任何我可以做的事情,anything I can do,,问答
6B英语背诵,U1词组,擅长不同的东西,be good at different things,,问答
6B英语背诵,U1词组,和她的班级分享一张来访学生的照片,share with her class a picture of visiting students,,问答
6B英语背诵,U1词组,形成良好的习惯,form a good habit/good habits,,问答
6B英语背诵,U1词组,一张我和我最好的朋友的照片,a photograph of my best friend and me,,问答
6B英语背诵,U1词组,很多优点和缺点,a lot of strong points and weak points,,问答
6B英语背诵,U1词组,花很多时间在电脑游戏上,spend much time on computer games,,问答
6B英语背诵,U1词组,为活动方案做准备,prepare for the programme,,问答
6B英语背诵,U1词组,询问其他学生关于我们的活动方案,ask other students about our programme,,问答
6B英语背诵,U1词组,在才艺秀上讲一个寓言故事,tell a fable in the talent show,,问答
6B英语背诵,U1句子,今晚有一场英语电影。,There is going to be an English film tonight.,,问答
6B英语背诵,U1句子,"他这是期很忙, 但下星期有空。","He is very busy this week, but he will be free next week.",,问答
6B英语背诵,U1句子,这个暑假你打算去哪里?,Where are you going this summer holiday?,,问答
6B英语背诵,U1句子,汤姆(Tom)三天后会和他父母一起去福州吗?,Will Tom go to Fuzhou with his parents in three days?,,问答
6B英语背诵,U1句子,陆遥不主持下周的班会。,Lu Yao won't host the class meeting next week.,,问答
6B英语背诵,U1句子,不同的人擅长不同的事情。,Different people are good at different things.,,问答
6B英语背诵,U1句子,"毫无疑问, 杰瑞几年后会成为一名优秀的舞者。","Without any doubt, Jerry will be a good dancer in a few years.",,问答
6B英语背诵,U1句子,我们都希望项目将会成功。,We all hope that the project will be a success.,,问答
6B英语背诵,U1句子,烘焙正成为年轻人下班后最受欢迎的活动之一。,Baking is becoming one of the most popular after-work activities among young people.,,问答
6B英语背诵,U1句子,"面朝阳光,你就看不到阴影。",Keep your face to the sunshine and you cannot see the shadow.,,问答
6B英语背诵,U1句子,汤米(Tommy)擅长唱歌和跳舞。,Tommy is good at singing and dancing.,,问答
6B英语背诵,U1句子,"当我唱歌的时候,每个人都会嘲笑我。","When I sing, everyone will laugh at me.",,问答
6B英语背诵,U1句子,你可以凭借你美丽的羽毛和舞蹈技能成为一名优秀的舞者。,You can be a good dancer with your beautiful feathers and dancing skills.,,问答
6B英语背诵,U1句子,那只夜莺拥有一副可爱的嗓音。,The nightingale has a lovely voice.,,问答
6B英语背诵,U1句子,那棵睿智的老树拍了拍他。,The wise old tree pats/patted him.,,问答
6B英语背诵,U1句子,孔雀和其他动物不同。,The peacock is different from other animals.,,问答
6B英语背诵,U1句子,Kitty 擅长画画。,Kitty is good at drawing.,,问答
6B英语背诵,U1句子,Lisa 比我瘦。,Lisa is thinner than me.,,问答
6B英语背诵,U1句子,"毫无疑问,他将来将是一名老师。","Without any doubt, he will be a teacher in the future.",,问答
6B英语背诵,U1句子,"当她唱歌的时候,每个人都嘲笑她。","When she sings a song, everyone laughs at her.",,问答
6B英语背诵,U1句子,"在听完这个令人激动的消息后, 他欢呼雀跃。","After he listened to the exciting news, he jumped for joy.",,问答
6B英语背诵,U1句子,我妹妹有棕色的卷发而我想想有黑色的直发。,My younger sister has brown curly hair while my elder sister has dark straight hair.,,问答
6B英语背诵,U1句子,我将会拥有什么样的能力?,What abilities will I have?,,问答
6B英语背诵,U1句子,"毫无疑问, 她将会在几年后成为一名优秀的歌手。","Without any doubt, she will be a great singer in several years’ time.",,问答
6B英语背诵,U1句子,不同的人擅长不同的事。,Different people are good at different things.,,问答
6B英语背诵,U1句子,孔雀不知道他能做什么。,The peacock doesn't know what he can do.,,问答
6B英语背诵,U1句子,"三年后, 我的身高将会超过175厘米。",I will be over 175 centimeters tall in three years’ time.,,问答
6B英语背诵,U1句子,"毫无疑问, 每个人都拥有他们独一无二的个性。","Without any doubt, everyone has their (/his or her) own unique personality.",,问答
6B英语背诵,U1句子,陆瑶将会为学生才艺秀提供一些帮助。,Lu Yao will offer some help in the student talent show.,,问答
6B英语背诵,U1句子,让我们来谈论一下我们班级同学们的优点。,Let's talk about our classmates’ strong points.,,问答
6B英语背诵,U2词组,等红灯,wait at a red light,,问答
6B英语背诵,U2词组,准时到达学校,arrive at school on time,,问答
6B英语背诵,U2词组,大声说话,talk loudly,,问答
6B英语背诵,U2词组,玩得愉快,have a good time/enjoy oneself,,问答
6B英语背诵,U2词组,回来,come back,,问答
6B英语背诵,U2词组,起初,at first,,问答
6B英语背诵,U2词组,在地铁站,in the underground station,,问答
6B英语背诵,U2词组,在电梯上,on the escalator,,问答
6B英语背诵,U2词组,把位子让给某人,give one's seat to sb.,,问答
6B英语背诵,U2词组,别的什么,what else,,问答
6B英语背诵,U2词组,怀有梦想,have a dream,,问答
6B英语背诵,U2词组,醒过来,wake up,,问答
6B英语背诵,U2词组,把……扔进……,throw…into…,,问答
6B英语背诵,U2词组,对……感兴趣,be interested in,,问答
6B英语背诵,U2词组,指出,point out,,问答
6B英语背诵,U2词组,准备好做某事,be ready to do sth.,,问答
6B英语背诵,U2词组,大喊,cry out,,问答
6B英语背诵,U2词组,遵守规则,follow rules,,问答
6B英语背诵,U2词组,保持安静,keep quiet,,问答
6B英语背诵,U2词组,坚持锻炼,keep doing exercise,,问答
6B英语背诵,U2词组,集中注意力于某事,pay attention to sth.,,问答
6B英语背诵,U2词组,看起来不开心,look unhappy,,问答
6B英语背诵,U2词组,轮到某人做某事,one's turn to do sth.,,问答
6B英语背诵,U2词组,注意他,paid attention to him,,问答
6B英语背诵,U2词组,打篮球的时候,playing basketball,,问答
6B英语背诵,U2词组,保持不断前行,keep moving forward,,问答
6B英语背诵,U2词组,地铁站,underground station,,问答
6B英语背诵,U2词组,公共场所,public places,,问答
6B英语背诵,U2词组,乘客通告,announcements for passengers,,问答
6B英语背诵,U2词组,留下垃圾,leave rubbish,,问答
6B英语背诵,U2词组,搞花,pick flowers,,问答
6B英语背诵,U2词组,在月台上,on the platform,,问答
6B英语背诵,U2词组,不得倚靠,no leaning,,问答
6B英语背诵,U2词组,一名交换生,an exchange student,,问答
6B英语背诵,U2词组,戴安全手套,wear safety gloves,,问答
6B英语背诵,U2词组,穿露脚趾的鞋,wear open-toed shoes,,问答
6B英语背诵,U2词组,做一些实验,do some experiments,,问答
6B英语背诵,U2词组,学校规章,school rules,,问答
6B英语背诵,U2词组,一个安全的游泳区域,a safe swimming area,,问答
6B英语背诵,U2词组,地铁走这边,underground this way,,问答
6B英语背诵,U2词组,礼貌地排队等待,stand in line politely,,问答
6B英语背诵,U2词组,注意脚下间隙,mind the gap,,问答
6B英语背诵,U2词组,告诉他不要在教室里玩游戏,ask him not to play games in the classroom,,问答
6B英语背诵,U2词组,一些实验室的标志和规章条例,some signs and rules in the lab,,问答
6B英语背诵,U2词组,一些公共场所的通告,some announcements in public places,,问答
6B英语背诵,U2词组,帮助我们举止得当以及保证安全,help us behave well and stay safe,,问答
6B英语背诵,U2词组,保持教室干净和整洁,keep the classroom clean and tidy,,问答
6B英语背诵,U2词组,在地铁上给其他人让座,give seats to others on the underground,,问答
6B英语背诵,U2词组,一个没有任何规则的更美好的地方,a better place without any rules,,问答
6B英语背诵,U2词组,未经允许拿走别人的东西,take others’ things without asking them,,问答
6B英语背诵,U2句子,校规帮助我们表现良好，保持安全和快乐。,"School rules help us behave well, stay safe and be happy.",,问答
6B英语背诵,U2句子,干净的房间让我们每天都很开心。,Clean rooms make us happy every day.,,问答
6B英语背诵,U2句子,"米莉(Millie)对科学感兴趣,她想读更多关于科学的有趣书籍",Millie is interested in science and she wants to read more fun books about it.,,问答
6B英语背诵,U2句子,你还能在哪里找到 “No leaning.” 的标志?,Where else can you find the sign of “No leaning.”?,,问答
6B英语背诵,U2句子,请在黄线处等待并注意间隙。,Please wait at the yellow line and mind the gap.,,问答
6B英语背诵,U2句子,我们不能在实验室里吃喝。,We mustn’t eat or drink in the lab.,,问答
6B英语背诵,U2句子,你准备好去实验室做一些实验了吗?,Are you ready to go to the lab and do some experiments?,,问答
6B英语背诵,U2句子,"照顾好树木,使它们长得又大又壮。",Take care of the trees to make them grow big and strong.,,问答
6B英语背诵,U2句子,"起初,鲍勃(Bob)认为没有规则的学校生活会很有趣。","At first, Bob thinks the school life will be fun without rules.",,问答
6B英语背诵,U2句子,这里禁止右转。,Don’t turn right here./You mustn’t turn right here.,,问答
6B英语背诵,U2句子,今天发生什么事了?,What’s happening today?,,问答
6B英语背诵,U2句子,这个标志是什么意思?,What does this sign mean?,,问答
6B英语背诵,U2句子,轮到 Bob 来展示他的飞机模型了。,It’s Bob’s turn to show his model plane.,,问答
6B英语背诵,U2句子,我们应该在实验室遵守什么规则？,What rules must we follow in the lab?,,问答
6B英语背诵,U2句子,怀特老师和她的学生们正在讨论课堂规章。,Mrs. White and her students are discussing the class rules.,,问答
6B英语背诵,U2句子,"在我们开始之前,先看看规则,以保证安全。","Before we get started, look at the rules first to keep safe.",,问答
6B英语背诵,U2句子,你还能在哪里找到“禁止吸烟”的标志?,Where else can you find the sign “No smoking.”?,,问答
6B英语背诵,U2句子,你应该注意听你的老师讲话。,You should pay attention to your teacher.,,问答
6B英语背诵,U2句子,他们轮流照顾她。,They take turns to take care of her.,,问答
6B英语背诵,U2句子,"在公共场合,插队是不礼貌的。",It is not polite to jump the queue in public.,,问答
6B英语背诵,U2句子,我们禁止在图书馆里吃东西和喝水。,We mustn’t eat or drink in the library.,,问答
6B英语背诵,U2句子,这一切都是因为今天没有规章制度。,It’s all because there are no rules today.,,问答
6B英语背诵,U2句子,"所有的学生都注意到他,因为他说话很吵。",All the students paid attention to him because he talked/was talking very loudly.,,问答
6B英语背诵,U2句子,"在实验室里,不要穿露脚趾的鞋子。",Don’t wear open-toe shoes in the lab.,,问答
6B英语背诵,U2句子,"当我们在海滩上看到一面红旗的时候,就不能在水里游泳。",We mustn’t/can’t swim in the water when we see a red flag at the beach.,,问答
6B英语背诵,U2句子,"在儿童乐园, 6 岁以下的孩子必须由家长陪伴。",Children under 6 must be accompanied by parents in the children's park.,,问答
6B英语背诵,U2句子,"当你在实验室工作的时候, 记得要戴上安全手套。",Remember to wear safety gloves when you are working in the lab.,,问答
6B英语背诵,U2句子,一对黑白旗的意思是这里是冲浪的区域。,A pair of white and black flags means that it is a surfing area.,,问答
6B英语背诵,U2句子,我们必须在公共场所遵循各种规章制度。,We must follow all kinds of rules in public places.,,问答
6B英语背诵,U2句子,我能在地铁站的手扶电梯上看到这个标志。,I can see the sign on the escalator in the underground station.,,问答
6B英语背诵,U3词组,"接近,靠近",close to,,问答
6B英语背诵,U3词组,将水倒在彼此身上以求好运,pour water over one another for good luck,,问答
6B英语背诵,U3词组,传递好运,pass on good luck,,问答
6B英语背诵,U3词组,互相扔西红柿,throw tomatoes at each other,,问答
6B英语背诵,U3词组,看灯会,watch lantern shows,,问答
6B英语背诵,U3词组,不同国家的人们,people in different countries,,问答
6B英语背诵,U3词组,查看我们的网站了解更多信息,check out our website for more information,,问答
6B英语背诵,U3词组,腊八粥,Laba porridge,,问答
6B英语背诵,U3词组,幸运食物,lucky foods,,问答
6B英语背诵,U3词组,全家去某地旅行,go on a family trip to sp.,,问答
6B英语背诵,U3词组,食物传统,food traditions,,问答
6B英语背诵,U3词组,与我的父母谈一谈,talk to my mum and dad,,问答
6B英语背诵,U3词组,祝你新年快乐,Happy New Year to you,,问答
6B英语背诵,U3词组,别的东西,something else,,问答
6B英语背诵,U3词组,想起,think of,,问答
6B英语背诵,U3词组,根据;按照,according to,,问答
6B英语背诵,U3词组,想念她的朋友,miss her friends,,问答
6B英语背诵,U3词组,在当地的一家茶馆里,in a local tea house,,问答
6B英语背诵,U3词组,与中国在同一天,on the same day as China,,问答
6B英语背诵,U3词组,在中秋节这一天,On Mid-Autumn Day,,问答
6B英语背诵,U3词组,来自中国,come from China,,问答
6B英语背诵,U3词组,给我们带来一年的好运,bring us a year's good luck,,问答
6B英语背诵,U3词组,爱丁堡国际艺术节,the Edinburgh International Festival,,问答
6B英语背诵,U3词组,带来财富,bring wealth,,问答
6B英语背诵,U3词组,嫦娥奔月的故事,the story of Chang’e flying to the moon,,问答
6B英语背诵,U3词组,划船,row boats,,问答
6B英语背诵,U3词组,标志着夏天的结束,marks the end of summer,,问答
6B英语背诵,U3词组,观看音乐会,watch a concert,,问答
6B英语背诵,U3词组,中国农历,Chinese lunar calendar,,问答
6B英语背诵,U3词组,倒计时秒数,count down the seconds,,问答
6B英语背诵,U3词组,不过如此,just so so,,问答
6B英语背诵,U3词组,在室外生一大堆火,make a big outdoor fire,,问答
6B英语背诵,U3词组,春卷,spring rolls,,问答
6B英语背诵,U3词组,贝多芬第九交响曲,Beethoven’s Ninth Symphony,,问答
6B英语背诵,U3词组,观看龙舟赛,watch the dragon boat race,,问答
6B英语背诵,U3词组,看一场舞狮表演,watch a lion dance,,问答
6B英语背诵,U3词组,闭幕烟花音乐会,Closing Fireworks Concert,,问答
6B英语背诵,U3词组,在时代广场,in Times Square,,问答
6B英语背诵,U3词组,轮流互相问题,take turns to ask each other questions,,问答
6B英语背诵,U3词组,有不同的主题,have a different theme,,问答
6B英语背诵,U3词组,记录你同伴的回答,note down your partner’s answers,,问答
6B英语背诵,U3词组,一个关于青少年生活的网站,a website about teenage life,,问答
6B英语背诵,U3词组,用坚果和糖做成的半月形年糕,a half-moon-shaped rice cake with nuts and sugar,,问答
6B英语背诵,U3词组,世界上最大的冰雪节之一,one of the largest ice and snow festivals in the world,,问答
6B英语背诵,U3词组,流传到许多别的国家,spread to many other countries,,问答
6B英语背诵,U3词组,有三千多年历史,with a history of over three thousand years,,问答
6B英语背诵,U3词组,家庭团聚的传统节日,a traditional day for family reunions,,问答
6B英语背诵,U3词组,在农历八月十五日,on the 15th day of the eight lunar month,,问答
6B英语背诵,U3词组,祝你新的一年健康富足,wish you a healthy and wealthy New Year,,问答
6B英语背诵,U3句子,世界上最大的冰雪节之一在哈尔滨。,One of the largest ice and snow festivals in the world is in Harbin.,,问答
6B英语背诵,U3句子,你参加了哪些节日活动？,What festival activities did you take part in?,,问答
6B英语背诵,U3句子,我们在天安门广场观看了灯光秀并倒数计时。,We watched a light show and counted down the seconds in Tian'anmen Square.,,问答
6B英语背诵,U3句子,为什么不同国家的人民视同一个节日？,Why do people in different countries celebrate the same festival?,,问答
6B英语背诵,U3句子,"按照习俗,吃到一个装着硬币的孩子是幸运的。","According to the custom, it is lucky to eat the jiaozi with a coin in it.",,问答
6B英语背诵,U3句子,放学后我经常参加不同的活动。,I often take part in different activities after school.,,问答
6B英语背诵,U3句子,他们认为长寿面能给他们带来好运,They think that long noodles can bring them good luck.,,问答
6B英语背诵,U3句子,去年春节我们俩都是在家里度过的。,Both of us spent the last Spring Festival at home.,,问答
6B英语背诵,U3句子,哪一次经历是最难忘的？,Which experience was the most unforgettable?,,问答
6B英语背诵,U3句子,百灵从来没有看过音乐剧。,Bailing has never seen a musical before.,,问答
6B英语背诵,U3句子,新年除夕那天他们和家人在一起是多么开心啊!,How happy they were with their family on New Year's Eve!,,问答
6B英语背诵,U3句子,"我们发出邀请,来邀请我们的朋友们参加我们的音乐节。",We made the invitations to ask our friends to join us for the music festival.,,问答
